nodenumber,    x-coordinate,    y-coordinate,water-liquid-vof
       135, 9.536661700E-04, 2.819999759E-02, 9.899999946E-01
       136, 9.513652860E-04, 2.834999756E-02, 9.900000393E-01
       137, 9.490769000E-04, 2.849999753E-02, 9.899999797E-01
       138, 9.468003789E-04, 2.864999750E-02, 9.900000095E-01
       139, 9.445332819E-04, 2.879999746E-02, 9.900000095E-01
       140, 9.422730670E-04, 2.894999743E-02, 9.900000244E-01
       141, 9.400278829E-04, 2.909999740E-02, 9.900000095E-01
       142, 9.377865711E-04, 2.924999737E-02, 9.900000244E-01
       143, 9.355423138E-04, 2.939999734E-02, 9.900000244E-01
       144, 9.333162530E-04, 2.954999731E-02, 9.899999946E-01
       145, 9.310948170E-04, 2.969999728E-02, 9.900000393E-01
       146, 9.288818691E-04, 2.984999760E-02, 9.899999872E-01
       147, 9.278024461E-04, 3.000000000E-02, 9.899999816E-01
